,key,pid,size,Cluster,brand,brand_code,category,color,color_code,mainCategory,releaseDate,rrp,rrp_range,size_normalization,size_range,stock,subCategory,total_sales,total_sales_range,total_sales_range2
3227,1319938,13199.0,38,-1,Nike,0.0,9.714285714285714,weiss,10.0,5.7142857142857135,2017/10/1,30.41,0.0,38,2.2222222222222223,0.0,8.536585365853659,1.0,0.0,0.0
3228,"1319940,5",13199.0,"40,5",-1,Nike,0.0,9.714285714285714,weiss,10.0,5.7142857142857135,2017/10/1,30.41,0.0,"40,5",3.333333333333333,0.0,8.536585365853659,4.0,0.0,0.0
3229,1320239,13202.0,39,335,Nike,0.0,0.0,grau,3.125,0.0,2017/10/1,368.23,10.0,39,3.333333333333333,0.021834061135371174,0.0,1.0,0.0,0.0
3230,13203L ( 152-158 ),13203.0,L ( 152-158 ),13,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,69.78,5.0,L,4.4444444444444455,0.021834061135371174,4.146341463414634,8.0,0.0,0.0
3231,13203M ( 140-152 ),13203.0,M ( 140-152 ),56,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,69.78,5.0,M,3.333333333333333,0.021834061135371174,4.146341463414634,2.0,0.0,0.0
3232,1320438,13204.0,38,25,PUMA,1.2,10.0,schwarz,8.125,0.0,2017/10/1,76.13,5.0,38,2.2222222222222223,0.0,0.0,1.0,0.0,0.0
3233,1320642,13206.0,42,276,PUMA,1.2,0.0,gelb,0.625,0.0,2017/10/1,95.18,7.5,42,4.4444444444444455,0.0,0.7317073170731707,1.0,0.0,0.0
3234,13220L,13220.0,L,426,Under Armour,0.8,4.0,weiss,10.0,10.0,2017/10/1,31.68,2.5,L,4.4444444444444455,0.021834061135371174,,3.0,0.0,0.0
3235,13224M,13224.0,M,248,Nike,0.0,2.2857142857142856,schwarz,8.125,5.7142857142857135,2017/10/1,76.13,5.0,M,3.333333333333333,0.021834061135371174,2.6829268292682933,28.0,0.8333333333333333,4.166666666666666
3236,13224S,13224.0,S,427,Nike,0.0,2.2857142857142856,schwarz,8.125,5.7142857142857135,2017/10/1,76.13,5.0,S,2.2222222222222223,0.0,2.6829268292682933,12.0,0.0,0.0
3237,1322544,13225.0,44,-1,Nike,0.0,4.571428571428571,rot,7.5,5.7142857142857135,2017/12/5,40.57,2.5,44,4.4444444444444455,0.0,7.073170731707316,1.0,0.0,0.0
3238,1322641,13226.0,41,21,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,152.33,10.0,41,3.333333333333333,0.0,0.0,6.0,0.0,0.0
3239,1322642,13226.0,42,17,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,152.33,10.0,42,4.4444444444444455,0.021834061135371174,0.0,14.0,0.0,0.0
3240,"1322642,5",13226.0,"42,5",21,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,152.33,10.0,"42,5",3.333333333333333,0.0,0.0,13.0,0.0,0.0
3241,1322643,13226.0,43,17,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,152.33,10.0,43,4.4444444444444455,0.021834061135371174,0.0,12.0,0.0,0.0
3242,1322645,13226.0,45,22,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,152.33,10.0,45,5.5555555555555545,0.0,0.0,2.0,0.0,0.0
3243,1322646,13226.0,46,22,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,152.33,10.0,46,5.5555555555555545,0.0,0.0,5.0,0.0,0.0
3244,13227128,13227.0,128,117,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/1,31.68,2.5,128,2.2222222222222223,0.0,4.390243902439025,1.0,0.0,0.0
3245,13231M,13231.0,M,404,PUMA,1.2,1.4285714285714284,weiss,10.0,0.0,2017/10/1,31.68,2.5,M,3.333333333333333,0.0,5.365853658536587,2.0,0.0,0.0
3246,13231S,13231.0,S,405,PUMA,1.2,1.4285714285714284,weiss,10.0,0.0,2017/10/1,31.68,2.5,S,2.2222222222222223,0.0,5.365853658536587,2.0,0.0,0.0
3247,13232S,13232.0,S,28,Jako,6.0,1.4285714285714284,rot,7.5,0.0,2017/10/1,38.03,2.5,S,2.2222222222222223,0.0,4.390243902439025,2.0,0.0,0.0
3248,13233L,13233.0,L,178,Nike,0.0,1.4285714285714284,gruen,3.75,0.0,2017/10/1,25.33,0.0,L,4.4444444444444455,0.10917030567685587,1.2195121951219512,34.0,0.8333333333333333,4.166666666666666
3249,13233M,13233.0,M,267,Nike,0.0,1.4285714285714284,gruen,3.75,0.0,2017/10/1,25.33,0.0,M,3.333333333333333,0.0,1.2195121951219512,3.0,0.0,0.0
3250,13233XL,13233.0,XL,268,Nike,0.0,1.4285714285714284,gruen,3.75,0.0,2017/10/1,25.33,0.0,XL,5.5555555555555545,0.0,1.2195121951219512,9.0,0.0,0.0
3251,"1323540,5",13235.0,"40,5",235,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,114.23,7.5,"40,5",3.333333333333333,0.04366812227074236,0.0,5.0,0.0,0.0
3252,1323542,13235.0,42,236,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,114.23,7.5,42,4.4444444444444455,0.10917030567685587,0.0,6.0,0.0,0.0
3253,"1323544,5",13235.0,"44,5",236,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,114.23,7.5,"44,5",4.4444444444444455,0.0,0.0,9.0,0.0,0.0
3254,13236XL,13236.0,XL,-1,Jordan,6.4,2.2857142857142856,schwarz,8.125,5.7142857142857135,2017/10/1,44.38,2.5,XL,5.5555555555555545,0.0,5.365853658536587,3.0,0.0,0.0
3255,13238L,13238.0,L,342,Nike,0.0,2.2857142857142856,weiss,10.0,5.7142857142857135,2017/10/1,38.03,2.5,L,4.4444444444444455,0.0,5.365853658536587,10.0,0.0,0.0
3256,13238M,13238.0,M,343,Nike,0.0,2.2857142857142856,weiss,10.0,5.7142857142857135,2017/10/1,38.03,2.5,M,3.333333333333333,0.0,5.365853658536587,14.0,0.0,0.0
3257,13238S,13238.0,S,344,Nike,0.0,2.2857142857142856,weiss,10.0,5.7142857142857135,2017/10/1,38.03,2.5,S,2.2222222222222223,0.0,5.365853658536587,13.0,0.0,0.0
3258,13238XL,13238.0,XL,-1,Nike,0.0,2.2857142857142856,weiss,10.0,5.7142857142857135,2017/10/1,38.03,2.5,XL,5.5555555555555545,0.0,5.365853658536587,3.0,0.0,0.0
3259,132422XL,13242.0,2XL,-1,Nike,0.0,6.2857142857142865,rot,7.5,10.0,2017/10/1,38.03,2.5,XXL,6.666666666666666,0.0,,3.0,0.0,0.0
3260,13242L,13242.0,L,414,Nike,0.0,6.2857142857142865,rot,7.5,10.0,2017/10/1,38.03,2.5,L,4.4444444444444455,0.04366812227074236,,33.0,0.8333333333333333,4.166666666666666
3261,13242M,13242.0,M,-1,Nike,0.0,6.2857142857142865,rot,7.5,10.0,2017/10/1,38.03,2.5,M,3.333333333333333,0.021834061135371174,,62.0,1.6666666666666663,8.333333333333332
3262,13242S,13242.0,S,-1,Nike,0.0,6.2857142857142865,rot,7.5,10.0,2017/10/1,38.03,2.5,S,2.2222222222222223,0.0,,20.0,0.0,0.0
3263,13242XL,13242.0,XL,-1,Nike,0.0,6.2857142857142865,rot,7.5,10.0,2017/10/1,38.03,2.5,XL,5.5555555555555545,0.0,,12.0,0.0,0.0
3264,1324343 1/3,13243.0,43 1/3,12,adidas,1.6,4.571428571428571,braun,2.5,5.7142857142857135,2017/11/22,114.23,7.5,43.3,4.4444444444444455,0.0,7.073170731707316,1.0,0.0,0.0
3265,13247L,13247.0,L,128,Uhlsport,2.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,35.49,2.5,L,4.4444444444444455,0.0,3.414634146341464,1.0,0.0,0.0
3266,13248M,13248.0,M,-1,Nike,0.0,2.2857142857142856,blau,1.875,5.7142857142857135,2017/10/1,38.03,2.5,M,3.333333333333333,0.0,5.365853658536587,2.0,0.0,0.0
3267,1325044,13250.0,44,213,adidas,1.6,4.571428571428571,schwarz,8.125,5.7142857142857135,2017/12/19,114.23,7.5,44,4.4444444444444455,0.06550218340611354,7.073170731707316,1.0,0.0,0.0
3268,1325241,13252.0,41,90,Nike,0.0,0.0,rot,7.5,0.0,2017/10/1,228.53,10.0,41,3.333333333333333,0.0,8.78048780487805,4.0,0.0,0.0
3269,1325243,13252.0,43,147,Nike,0.0,0.0,rot,7.5,0.0,2017/10/1,228.53,10.0,43,4.4444444444444455,0.04366812227074236,8.78048780487805,3.0,0.0,0.0
3270,1325244,13252.0,44,147,Nike,0.0,0.0,rot,7.5,0.0,2017/10/1,228.53,10.0,44,4.4444444444444455,0.0,8.78048780487805,12.0,0.0,0.0
3271,"1325244,5",13252.0,"44,5",147,Nike,0.0,0.0,rot,7.5,0.0,2017/10/1,228.53,10.0,"44,5",4.4444444444444455,0.06550218340611354,8.78048780487805,2.0,0.0,0.0
3272,1325245,13252.0,45,176,Nike,0.0,0.0,rot,7.5,0.0,2017/10/1,228.53,10.0,45,5.5555555555555545,0.021834061135371174,8.78048780487805,6.0,0.0,0.0
3273,1325246,13252.0,46,176,Nike,0.0,0.0,rot,7.5,0.0,2017/10/1,228.53,10.0,46,5.5555555555555545,0.021834061135371174,8.78048780487805,7.0,0.0,0.0
3274,"1325247,5",13252.0,"47,5",278,Nike,0.0,0.0,rot,7.5,0.0,2017/10/1,228.53,10.0,"47,5",6.666666666666666,0.0,8.78048780487805,2.0,0.0,0.0
3275,1325640,13256.0,40,335,Nike,0.0,0.0,gruen,3.75,0.0,2017/10/1,380.93,10.0,40,3.333333333333333,0.0,0.24390243902439024,2.0,0.0,0.0
3276,13261L,13261.0,L,-1,Hummel,5.6000000000000005,1.4285714285714284,rot,7.5,0.0,2017/10/1,50.73,5.0,L,4.4444444444444455,0.0,6.097560975609755,1.0,0.0,0.0
3277,13261M,13261.0,M,-1,Hummel,5.6000000000000005,1.4285714285714284,rot,7.5,0.0,2017/10/1,50.73,5.0,M,3.333333333333333,0.0,6.097560975609755,1.0,0.0,0.0
3278,13262M,13262.0,M,-1,Nike,0.0,2.2857142857142856,blau,1.875,5.7142857142857135,2017/10/1,76.13,5.0,M,3.333333333333333,0.0,4.634146341463415,12.0,0.0,0.0
3279,13262S,13262.0,S,-1,Nike,0.0,2.2857142857142856,blau,1.875,5.7142857142857135,2017/10/1,76.13,5.0,S,2.2222222222222223,0.0,4.634146341463415,7.0,0.0,0.0
3280,13262XL,13262.0,XL,-1,Nike,0.0,2.2857142857142856,blau,1.875,5.7142857142857135,2017/10/1,76.13,5.0,XL,5.5555555555555545,0.0,4.634146341463415,6.0,0.0,0.0
3281,1326439,13264.0,39,21,PUMA,1.2,0.0,schwarz,8.125,0.0,2017/10/1,317.43,10.0,39,3.333333333333333,0.0,0.0,1.0,0.0,0.0
3282,13265L ( 152-158 ),13265.0,L ( 152-158 ),-1,Nike,0.0,2.2857142857142856,blau,1.875,5.7142857142857135,2017/10/1,38.03,2.5,L,4.4444444444444455,0.021834061135371174,7.804878048780488,4.0,0.0,0.0
3283,13265XL ( 158-170 ),13265.0,XL ( 158-170 ),-1,Nike,0.0,2.2857142857142856,blau,1.875,5.7142857142857135,2017/10/1,38.03,2.5,XL,5.5555555555555545,0.0,7.804878048780488,4.0,0.0,0.0
3284,1326937 - 40,13269.0,37 - 40,242,Uhlsport,2.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,11.36,0.0,M,3.333333333333333,0.0,2.4390243902439024,1.0,0.0,0.0
3285,1326941 - 44,13269.0,41 - 44,243,Uhlsport,2.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,11.36,0.0,L,4.4444444444444455,0.0,2.4390243902439024,27.0,0.8333333333333333,4.166666666666666
3286,1326945 - 47,13269.0,45 - 47,315,Uhlsport,2.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,11.36,0.0,XL,5.5555555555555545,0.0,2.4390243902439024,6.0,0.0,0.0
3287,"1327244,5",13272.0,"44,5",135,Nike,0.0,0.0,grau,3.125,0.0,2018/1/24,114.23,7.5,"44,5",4.4444444444444455,0.0,0.7317073170731707,1.0,0.0,0.0
3288,13274XL ( 158-170 ),13274.0,XL ( 158-170 ),26,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,38.03,2.5,XL,5.5555555555555545,0.021834061135371174,4.878048780487805,3.0,0.0,0.0
3289,1327642,13276.0,42,236,Nike,0.0,0.0,blau,1.875,0.0,2018/1/18,88.83,7.5,42,4.4444444444444455,0.0,0.7317073170731707,1.0,0.0,0.0
3290,1327643,13276.0,43,236,Nike,0.0,0.0,blau,1.875,0.0,2018/1/18,88.83,7.5,43,4.4444444444444455,0.06550218340611354,0.7317073170731707,4.0,0.0,0.0
3291,1327644,13276.0,44,236,Nike,0.0,0.0,blau,1.875,0.0,2018/1/18,88.83,7.5,44,4.4444444444444455,0.021834061135371174,0.7317073170731707,3.0,0.0,0.0
3292,"1327644,5",13276.0,"44,5",236,Nike,0.0,0.0,blau,1.875,0.0,2018/1/18,88.83,7.5,"44,5",4.4444444444444455,0.0,0.7317073170731707,7.0,0.0,0.0
3293,1327645,13276.0,45,237,Nike,0.0,0.0,blau,1.875,0.0,2018/1/18,88.83,7.5,45,5.5555555555555545,0.04366812227074236,0.7317073170731707,3.0,0.0,0.0
3294,"1327645,5",13276.0,"45,5",237,Nike,0.0,0.0,blau,1.875,0.0,2018/1/18,88.83,7.5,"45,5",5.5555555555555545,0.0,0.7317073170731707,1.0,0.0,0.0
3295,"1327647,5",13276.0,"47,5",336,Nike,0.0,0.0,blau,1.875,0.0,2018/1/18,88.83,7.5,"47,5",6.666666666666666,0.0,0.7317073170731707,1.0,0.0,0.0
3296,13279L,13279.0,L,86,adidas,1.6,4.0,rot,7.5,10.0,2017/11/16,38.03,2.5,L,4.4444444444444455,0.5021834061135371,,15.0,0.0,0.0
3297,13279M,13279.0,M,87,adidas,1.6,4.0,rot,7.5,10.0,2017/11/16,38.03,2.5,M,3.333333333333333,0.021834061135371174,,15.0,0.0,0.0
3298,13279S,13279.0,S,103,adidas,1.6,4.0,rot,7.5,10.0,2017/11/16,38.03,2.5,S,2.2222222222222223,0.08733624454148471,,3.0,0.0,0.0
3299,13279XL,13279.0,XL,88,adidas,1.6,4.0,rot,7.5,10.0,2017/11/16,38.03,2.5,XL,5.5555555555555545,0.021834061135371174,,4.0,0.0,0.0
3300,1328238,13282.0,38,25,PUMA,1.2,10.0,schwarz,8.125,0.0,2017/10/1,50.73,5.0,38,2.2222222222222223,0.0,0.7317073170731707,1.0,0.0,0.0
3301,132842XL,13284.0,2XL,-1,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,82.48,5.0,XXL,6.666666666666666,0.21834061135371174,6.829268292682928,46.0,0.8333333333333333,4.166666666666666
3302,13284L,13284.0,L,-1,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,82.48,5.0,L,4.4444444444444455,1.4628820960698692,6.829268292682928,589.0,10.0,50.0
3303,13284M,13284.0,M,-1,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,82.48,5.0,M,3.333333333333333,1.1135371179039302,6.829268292682928,578.0,10.0,50.0
3304,13284XL,13284.0,XL,-1,Nike,0.0,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,82.48,5.0,XL,5.5555555555555545,0.3711790393013101,6.829268292682928,184.0,4.166666666666667,20.833333333333336
3305,13286L,13286.0,L,-1,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/24,38.03,2.5,L,4.4444444444444455,0.021834061135371174,4.390243902439025,5.0,0.0,0.0
3306,13286M,13286.0,M,404,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/24,38.03,2.5,M,3.333333333333333,0.0,4.390243902439025,1.0,0.0,0.0
3307,13288L,13288.0,L,64,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/1,25.33,0.0,L,4.4444444444444455,0.04366812227074236,1.2195121951219512,49.0,0.8333333333333333,4.166666666666666
3308,13288M,13288.0,M,63,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/1,25.33,0.0,M,3.333333333333333,0.08733624454148471,1.2195121951219512,16.0,0.0,0.0
3309,13288XL,13288.0,XL,89,adidas,1.6,1.4285714285714284,weiss,10.0,0.0,2017/10/1,25.33,0.0,XL,5.5555555555555545,0.0,1.2195121951219512,14.0,0.0,0.0
3310,1329144,13291.0,44,38,Nike,0.0,4.571428571428571,schwarz,8.125,5.7142857142857135,2017/10/1,152.33,10.0,44,4.4444444444444455,0.0,7.073170731707316,2.0,0.0,0.0
3311,"1329144,5",13291.0,"44,5",38,Nike,0.0,4.571428571428571,schwarz,8.125,5.7142857142857135,2017/10/1,152.33,10.0,"44,5",4.4444444444444455,0.0,7.073170731707316,2.0,0.0,0.0
3312,13293L,13293.0,L,171,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/23,50.73,5.0,L,4.4444444444444455,0.0,4.878048780487805,3.0,0.0,0.0
3313,13293M,13293.0,M,172,adidas,1.6,1.4285714285714284,blau,1.875,0.0,2017/10/23,50.73,5.0,M,3.333333333333333,0.0,4.878048780487805,1.0,0.0,0.0
3314,1329444,13294.0,44,99,adidas,1.6,0.0,gold,1.25,0.0,2017/11/23,165.03,10.0,44,4.4444444444444455,0.0,0.0,3.0,0.0,0.0
3315,1329835,13298.0,35,428,Nike,0.0,10.0,blau,1.875,0.0,2017/10/1,88.83,7.5,35,1.1111111111111112,0.0,0.7317073170731707,1.0,0.0,0.0
3316,1329836,13298.0,36,428,Nike,0.0,10.0,blau,1.875,0.0,2017/10/1,88.83,7.5,36,1.1111111111111112,0.0,0.7317073170731707,2.0,0.0,0.0
3317,"1329837,5",13298.0,"37,5",15,Nike,0.0,10.0,blau,1.875,0.0,2017/10/1,88.83,7.5,"37,5",2.2222222222222223,0.0,0.7317073170731707,2.0,0.0,0.0
3318,133012XL,13301.0,2XL,138,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,31.68,2.5,XXL,6.666666666666666,0.04366812227074236,4.390243902439025,1.0,0.0,0.0
3319,13301L,13301.0,L,139,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,31.68,2.5,L,4.4444444444444455,0.17467248908296942,4.390243902439025,26.0,0.8333333333333333,4.166666666666666
3320,13301M,13301.0,M,140,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,31.68,2.5,M,3.333333333333333,0.04366812227074236,4.390243902439025,23.0,0.0,0.0
3321,13301XL,13301.0,XL,100,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/10/1,31.68,2.5,XL,5.5555555555555545,0.021834061135371174,4.390243902439025,9.0,0.0,0.0
3322,"1330737,5",13307.0,"37,5",-1,PUMA,1.2,10.0,orange,5.625,0.0,2017/10/1,126.93,10.0,"37,5",2.2222222222222223,0.0,0.0,2.0,0.0,0.0
3323,13313L,13313.0,L,-1,Jako,6.0,4.0,blau,1.875,10.0,2017/10/1,25.33,0.0,L,4.4444444444444455,0.0,,13.0,0.0,0.0
3324,13313M,13313.0,M,-1,Jako,6.0,4.0,blau,1.875,10.0,2017/10/1,25.33,0.0,M,3.333333333333333,0.0,,25.0,0.0,0.0
3325,13313XL,13313.0,XL,-1,Jako,6.0,4.0,blau,1.875,10.0,2017/10/1,25.33,0.0,XL,5.5555555555555545,0.0,,3.0,0.0,0.0
3326,"1331440,5",13314.0,"40,5",21,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,380.93,10.0,"40,5",3.333333333333333,0.0,0.24390243902439024,1.0,0.0,0.0
3327,13315XL,13315.0,XL,92,adidas,1.6,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,31.68,2.5,XL,5.5555555555555545,0.021834061135371174,4.390243902439025,1.0,0.0,0.0
3328,"1331640,5",13316.0,"40,5",163,Nike,0.0,0.0,orange,5.625,0.0,2017/10/1,88.83,7.5,"40,5",3.333333333333333,0.0,0.4878048780487805,8.0,0.0,0.0
3329,"1331642,5",13316.0,"42,5",163,Nike,0.0,0.0,orange,5.625,0.0,2017/10/1,88.83,7.5,"42,5",3.333333333333333,0.04366812227074236,0.4878048780487805,10.0,0.0,0.0
3330,1331643,13316.0,43,219,Nike,0.0,0.0,orange,5.625,0.0,2017/10/1,88.83,7.5,43,4.4444444444444455,0.0,0.4878048780487805,14.0,0.0,0.0
3331,1331645,13316.0,45,164,Nike,0.0,0.0,orange,5.625,0.0,2017/10/1,88.83,7.5,45,5.5555555555555545,0.0,0.4878048780487805,5.0,0.0,0.0
3332,1331647,13316.0,47,-1,Nike,0.0,0.0,orange,5.625,0.0,2017/10/1,88.83,7.5,47,6.666666666666666,0.0,0.4878048780487805,2.0,0.0,0.0
3333,"1331842,5",13318.0,"42,5",429,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,114.23,7.5,"42,5",3.333333333333333,0.0,8.78048780487805,1.0,0.0,0.0
3334,"1331845,5",13318.0,"45,5",430,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,114.23,7.5,"45,5",5.5555555555555545,0.0,8.78048780487805,2.0,0.0,0.0
3335,"1331847,5",13318.0,"47,5",-1,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,114.23,7.5,"47,5",6.666666666666666,0.0,8.78048780487805,1.0,0.0,0.0
3336,1332042,13320.0,42,51,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,399.98,10.0,42,4.4444444444444455,0.021834061135371174,0.0,6.0,0.0,0.0
3337,"1332042,5",13320.0,"42,5",329,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,399.98,10.0,"42,5",3.333333333333333,0.0,0.0,8.0,0.0,0.0
3338,1332043,13320.0,43,51,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,399.98,10.0,43,4.4444444444444455,0.0,0.0,15.0,0.0,0.0
3339,1332044,13320.0,44,51,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,399.98,10.0,44,4.4444444444444455,0.0,0.0,12.0,0.0,0.0
3340,1332045,13320.0,45,52,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,399.98,10.0,45,5.5555555555555545,0.06550218340611354,0.0,7.0,0.0,0.0
3341,"1332440,5",13324.0,"40,5",431,Reebok,8.4,4.571428571428571,weiss,10.0,5.7142857142857135,2017/10/1,114.23,7.5,"40,5",3.333333333333333,0.0,7.073170731707316,3.0,0.0,0.0
3342,"1332640,5",13326.0,"40,5",21,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,380.93,10.0,"40,5",3.333333333333333,0.0,0.0,3.0,0.0,0.0
3343,"1332642,5",13326.0,"42,5",21,Nike,0.0,0.0,schwarz,8.125,0.0,2017/10/1,380.93,10.0,"42,5",3.333333333333333,0.0,0.0,1.0,0.0,0.0
3344,13327L,13327.0,L,243,adidas,1.6,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,29.14,0.0,L,4.4444444444444455,0.0,1.2195121951219512,8.0,0.0,0.0
3345,13327XL,13327.0,XL,315,adidas,1.6,1.4285714285714284,schwarz,8.125,0.0,2017/10/1,29.14,0.0,XL,5.5555555555555545,0.06550218340611354,1.2195121951219512,5.0,0.0,0.0
3346,13328L ( 40/42 ),13328.0,L ( 40/42 ),-1,Nike,0.0,2.2857142857142856,pink,6.25,5.7142857142857135,2017/10/1,38.03,2.5,L,4.4444444444444455,0.0,6.3414634146341475,2.0,0.0,0.0
3347,13331L,13331.0,L,160,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/11/22,57.08,5.0,L,4.4444444444444455,0.2838427947598253,2.6829268292682933,3.0,0.0,0.0
3348,13331M,13331.0,M,161,Nike,0.0,1.4285714285714284,blau,1.875,0.0,2017/11/22,57.08,5.0,M,3.333333333333333,0.4585152838427948,2.6829268292682933,7.0,0.0,0.0
3349,13332S,13332.0,S,-1,Nike,0.0,6.2857142857142865,schwarz,8.125,10.0,2017/10/1,50.73,5.0,S,2.2222222222222223,0.021834061135371174,,1.0,0.0,0.0
3350,1333439,13334.0,39,329,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,279.33,10.0,39,3.333333333333333,0.0,0.0,4.0,0.0,0.0
3351,"1333440,5",13334.0,"40,5",329,Nike,0.0,0.0,blau,1.875,0.0,2017/10/1,279.33,10.0,"40,5",3.333333333333333,0.0,0.0,1.0,0.0,0.0
3352,133352XL,13335.0,2XL,293,PUMA,1.2,1.4285714285714284,blau,1.875,0.0,2017/10/1,63.43,5.0,XXL,6.666666666666666,0.021834061135371174,4.634146341463415,8.0,0.0,0.0
3353,1333631,13336.0,31,80,Nike,0.0,10.0,weiss,10.0,0.0,2017/10/1,69.78,5.0,31,0.0,0.0,0.0,2.0,0.0,0.0
3354,1333632,13336.0,32,80,Nike,0.0,10.0,weiss,10.0,0.0,2017/10/1,69.78,5.0,32,0.0,0.04366812227074236,0.0,4.0,0.0,0.0
3355,1333633,13336.0,33,79,Nike,0.0,10.0,weiss,10.0,0.0,2017/10/1,69.78,5.0,33,1.1111111111111112,0.0,0.0,2.0,0.0,0.0
3356,"1333636,5",13336.0,"36,5",79,Nike,0.0,10.0,weiss,10.0,0.0,2017/10/1,69.78,5.0,"36,5",1.1111111111111112,0.021834061135371174,0.0,3.0,0.0,0.0
3357,"1333637,5",13336.0,"37,5",-1,Nike,0.0,10.0,weiss,10.0,0.0,2017/10/1,69.78,5.0,"37,5",2.2222222222222223,0.04366812227074236,0.0,5.0,0.0,0.0
3358,1333638,13336.0,38,-1,Nike,0.0,10.0,weiss,10.0,0.0,2017/10/1,69.78,5.0,38,2.2222222222222223,0.0,0.0,2.0,0.0,0.0
3359,"1333638,5",13336.0,"38,5",-1,Nike,0.0,10.0,weiss,10.0,0.0,2017/10/1,69.78,5.0,"38,5",2.2222222222222223,0.021834061135371174,0.0,5.0,0.0,0.0
3360,1333738,13337.0,38,105,Nike,0.0,10.0,rot,7.5,5.7142857142857135,2017/10/1,126.93,10.0,38,2.2222222222222223,0.0,7.073170731707316,2.0,0.0,0.0
3361,13339L,13339.0,L,432,Nike,0.0,2.2857142857142856,grau,3.125,5.7142857142857135,2017/10/1,63.43,5.0,L,4.4444444444444455,0.24017467248908295,2.6829268292682933,44.0,0.8333333333333333,4.166666666666666
3362,13339M,13339.0,M,481,Nike,0.0,2.2857142857142856,grau,3.125,5.7142857142857135,2017/10/1,63.43,5.0,M,3.333333333333333,0.04366812227074236,2.6829268292682933,57.0,1.6666666666666663,8.333333333333332
3363,13339S,13339.0,S,134,Nike,0.0,2.2857142857142856,grau,3.125,5.7142857142857135,2017/10/1,63.43,5.0,S,2.2222222222222223,0.06550218340611354,2.6829268292682933,20.0,0.0,0.0
3364,13339XL,13339.0,XL,194,Nike,0.0,2.2857142857142856,grau,3.125,5.7142857142857135,2017/10/1,63.43,5.0,XL,5.5555555555555545,0.021834061135371174,2.6829268292682933,17.0,0.0,0.0
3365,133422XL,13342.0,2XL,-1,Nike,0.0,6.2857142857142865,grau,3.125,10.0,2017/10/1,38.03,2.5,XXL,6.666666666666666,0.0,,3.0,0.0,0.0
3366,13342L,13342.0,L,497,Nike,0.0,6.2857142857142865,grau,3.125,10.0,2017/10/1,38.03,2.5,L,4.4444444444444455,0.0,,60.0,1.6666666666666663,8.333333333333332
3367,13342M,13342.0,M,-1,Nike,0.0,6.2857142857142865,grau,3.125,10.0,2017/10/1,38.03,2.5,M,3.333333333333333,0.021834061135371174,,66.0,1.6666666666666663,8.333333333333332
3368,13342S,13342.0,S,-1,Nike,0.0,6.2857142857142865,grau,3.125,10.0,2017/10/1,38.03,2.5,S,2.2222222222222223,0.021834061135371174,,41.0,0.8333333333333333,4.166666666666666
